person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000000;29;A01-03;"-3,41";"0,71";"1";"-3,3 (SE 0,19 bei 29 Fragen mit R/W-Rate 0,45)";"-3,3 (SE 0,19 bei 28 Fragen mit R/W-Rate 0,46)";"-3,31 (SE 0,27 bei 10 Fragen mit R/W-Rate 0,7)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;drop;Sim/A/A01;N_scale:;10; >=10
P000000;30;B01-05;"-1,11";"2,03";"0";"-3,3 (SE 0,19 bei 30 Fragen mit R/W-Rate 0,43)";"";"";"";"";"";"";"";"";"-3,3 (SE 4,62 bei 2 Fragen mit R/W-Rate 0)";"-3,3 (SE 4,62 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;31;A06-16;"-1,01";"1,35";"0";"-3,31 (SE 0,19 bei 31 Fragen mit R/W-Rate 0,42)";"-3,3 (SE 0,19 bei 29 Fragen mit R/W-Rate 0,45)";"";"";"";"";"";"-3,31 (SE 2,49 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;32;A06-12;"-1,25";"1,86";"0";"-3,31 (SE 0,19 bei 32 Fragen mit R/W-Rate 0,41)";"-3,31 (SE 0,19 bei 30 Fragen mit R/W-Rate 0,43)";"";"";"";"";"";"-3,31 (SE 2,08 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;33;A06-00;"-0,94";"1,35";"0";"-3,31 (SE 0,19 bei 33 Fragen mit R/W-Rate 0,39)";"-3,31 (SE 0,19 bei 31 Fragen mit R/W-Rate 0,42)";"";"";"";"";"";"-3,32 (SE 1,83 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;deact;Sim/A/A06;TP+TI:;0,4810642759946; <4
P000000;34;B01-16;"-0,16";"1,04";"0";"-3,31 (SE 0,19 bei 34 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"-3,31 (SE 3,45 bei 3 Fragen mit R/W-Rate 0)";"-3,31 (SE 3,45 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;35;B01-14;"-0,52";"0,44";"0";"-3,31 (SE 0,19 bei 35 Fragen mit R/W-Rate 0,37)";"";"";"";"";"";"";"";"";"-3,32 (SE 2,93 bei 4 Fragen mit R/W-Rate 0)";"-3,32 (SE 2,93 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;36;B02-10;"-0,09";"1,27";"0";"-3,31 (SE 0,19 bei 36 Fragen mit R/W-Rate 0,36)";"";"";"";"";"";"";"";"";"-3,32 (SE 2,65 bei 5 Fragen mit R/W-Rate 0)";"";"-3,32 (SE 6,21 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;deact;Sim/B;TP+TI:;0,22802849686673; <4
P000000;37;B01-13;"-1,34";"3,24";"0";"-3,31 (SE 0,19 bei 37 Fragen mit R/W-Rate 0,35)";"";"";"";"";"";"";"";"";"-3,32 (SE 2,5 bei 6 Fragen mit R/W-Rate 0)";"-3,32 (SE 2,73 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;deact;Sim/B/B01;TP+TI:;0,19534165582994; <4
P000000;end;kein Item übrig
P000000;RESULT;;;;pp;-3,31;-3,31;-3,31;-3,34;-2,96;"";-3,92;-3,32;"";-3,32;-3,32;-3,32;"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,19;0,19;0,27;0,65;0,63;"";1,05;1,84;"";2,5;2,73;6,21;"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,35;0,42;0,7;0;1;"";0,17;0;"";0;0;0;"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;37;31;10;5;5;"";6;5;"";6;5;1;"";"";"";"";"";"";"";"";"";"";"";"";""

P000001
P000001;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;enact;Sim/B;TP+TI:;41,110175452158; >=4
P000001;enact;Sim/B/B01;TP+TI:;14,256090342932; >=4
P000001;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000001;enact;Sim/B/B03;TP+TI:;31,968214676712; >=4
P000001;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000001;4;B01-04;"1,05";"5,22";"1";"1,94 (SE 0,9 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,94 (SE 0,9 bei 4 Fragen mit R/W-Rate 1)";"1,68 (SE 1,03 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;5;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 5 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;enact;Sim/B/B02;TP+TI:;8,0092228024158; >=4
P000001;6;B02-07;"2,61";"4,31";"1";"3,18 (SE 0,83 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,18 (SE 0,83 bei 6 Fragen mit R/W-Rate 1)";"";"3,18 (SE 0,83 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;7;B01-01;"1,74";"3,07";"1";"3,2 (SE 0,84 bei 7 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,2 (SE 0,84 bei 7 Fragen mit R/W-Rate 1)";"2,49 (SE 1,13 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;8;B03-05;"1,27";"3,32";"1";"3,2 (SE 0,84 bei 8 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,2 (SE 0,84 bei 8 Fragen mit R/W-Rate 1)";"";"";"2,13 (SE 1,05 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000001;9;C10-00;"3,33";"5,95";"1";"3,78 (SE 0,66 bei 9 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)"
P000001;enact;Sim/C;TP+TI:;61,281797389755; >=4
P000001;enact;Sim/C/C10;TP+TI:;34,414385114518; >=4
P000001;10;C07-08;"3,78";"5,42";"1";"4,23 (SE 0,65 bei 10 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,22 (SE 0,65 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"4,21 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";""
P000001;drop;Sim;N_scale:;10; >=10
P000001;inhere;Sim/A;pp:;3,5803224441218;from:;Sim:;4,2265231248379
P000001;enact;Sim/C/C07;TP+TI:;16,74653762511; >=4
P000001;11;C10-15;"3,79";"4,83";"1";"4,37 (SE 0,65 bei 11 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,37 (SE 0,65 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"4,26 (SE 0,68 bei 2 Fragen mit R/W-Rate 1)"
P000001;12;C07-09;"4,02";"5,23";"1";"4,55 (SE 0,63 bei 12 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,55 (SE 0,63 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"4,5 (SE 0,63 bei 2 Fragen mit R/W-Rate 1)";"";"";""
P000001;13;C09-16;"4,54";"5,87";"1";"4,95 (SE 0,58 bei 13 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,95 (SE 0,58 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"4,92 (SE 0,58 bei 1 Fragen mit R/W-Rate 1)";""
P000001;enact;Sim/C/C09;TP+TI:;23,754204669252; >=4
P000001;14;C10-08;"4,25";"3,88";"1";"5,02 (SE 0,6 bei 14 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,02 (SE 0,6 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"4,75 (SE 0,73 bei 3 Fragen mit R/W-Rate 1)"
P000001;15;C09-00;"4,59";"4,36";"1";"5,17 (SE 0,62 bei 15 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,17 (SE 0,62 bei 7 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"5,12 (SE 0,62 bei 2 Fragen mit R/W-Rate 1)";""
P000001;16;C09-06;"4,65";"3,34";"0";"5,33 (SE 0,67 bei 16 Fragen mit R/W-Rate 0,94)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,86 (SE 0,29 bei 8 Fragen mit R/W-Rate 0,88)";"";"";"";"";"";"";"";"";"4,82 (SE 0,3 bei 3 Fragen mit R/W-Rate 0,67)";""
P000001;deact;Sim/B;TP+TI:;0,21195575706777; <4
P000001;17;C09-01;"4,58";"4,55";"0";"4,68 (SE 0,21 bei 17 Fragen mit R/W-Rate 0,88)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,68 (SE 0,21 bei 9 Fragen mit R/W-Rate 0,78)";"";"";"";"";"";"";"";"";"4,63 (SE 0,22 bei 4 Fragen mit R/W-Rate 0,5)";""
P000001;18;C09-10;"4,46";"5,58";"1";"4,72 (SE 0,2 bei 18 Fragen mit R/W-Rate 0,89)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,72 (SE 0,2 bei 10 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"";"4,69 (SE 0,2 bei 5 Fragen mit R/W-Rate 0,6)";""
P000001;drop;Sim/C;N_scale:;10; >=10
P000001;drop;Sim/C;se_scale:;0,19624890207765; <=0,25;delta (pp):0,047176192917158; <=0,1
P000001;inhere;Sim/C/C01;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C02;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C03;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C04;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C05;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C06;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;inhere;Sim/C/C08;pp:;4,52643947399;from:;Sim/C:;4,7226883760676
P000001;drop;Sim/C/C09;se_scale:;0,2018215333714; <=0,25;delta (pp):0,060178977561107; <=0,1
P000001;enact;Sim/C/C04;TP+TI:;13,822208532495; >=4
P000001;enact;Sim/C/C05;TP+TI:;4,3681892796886; >=4
P000001;enact;Sim/C/C06;TP+TI:;16,816482368106; >=4
P000001;enact;Sim/C/C08;TP+TI:;44,436715199452; >=4
P000001;19;C08-03;"4,43";"5,33";"1";"4,75 (SE 0,19 bei 19 Fragen mit R/W-Rate 0,89)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,75 (SE 0,19 bei 11 Fragen mit R/W-Rate 0,82)";"";"";"";"";"";"";"";"4,78 (SE 0,55 bei 1 Fragen mit R/W-Rate 1)";"";""
P000001;20;C08-16;"5,00";"6,00";"0";"4,72 (SE 0,17 bei 20 Fragen mit R/W-Rate 0,85)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,72 (SE 0,17 bei 12 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"4,72 (SE 0,34 bei 2 Fragen mit R/W-Rate 0,5)";"";""
P000001;21;C08-12;"4,76";"5,70";"0";"4,66 (SE 0,15 bei 21 Fragen mit R/W-Rate 0,81)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,66 (SE 0,15 bei 13 Fragen mit R/W-Rate 0,69)";"";"";"";"";"";"";"";"4,56 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,33)";"";""
P000001;22;C08-00;"4,46";"5,18";"0";"4,59 (SE 0,14 bei 22 Fragen mit R/W-Rate 0,77)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,59 (SE 0,14 bei 14 Fragen mit R/W-Rate 0,64)";"";"";"";"";"";"";"";"4,39 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,25)";"";""
P000001;23;C08-04;"4,07";"3,81";"1";"4,6 (SE 0,14 bei 23 Fragen mit R/W-Rate 0,78)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,6 (SE 0,14 bei 15 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"4,43 (SE 0,22 bei 5 Fragen mit R/W-Rate 0,4)";"";""
P000001;drop;Sim/C/C08;se_scale:;0,21801535683646; <=0,25;delta (pp):0,041762622495686; <=0,1
P000001;24;C04-00;"4,44";"4,72";"0";"4,55 (SE 0,13 bei 24 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,55 (SE 0,13 bei 16 Fragen mit R/W-Rate 0,63)";"";"";"";"4,5 (SE 0,43 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";""
P000001;25;C04-15;"4,58";"3,54";"0";"4,52 (SE 0,12 bei 25 Fragen mit R/W-Rate 0,72)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,52 (SE 0,12 bei 17 Fragen mit R/W-Rate 0,59)";"";"";"";"4,46 (SE 0,34 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";""
P000001;26;C04-04;"4,01";"2,48";"1";"4,53 (SE 0,12 bei 26 Fragen mit R/W-Rate 0,73)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,53 (SE 0,12 bei 18 Fragen mit R/W-Rate 0,61)";"";"";"";"4,06 (SE 0,42 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";""
