person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000002;4;B02-12;"2,06";"5,24";"0";"1,69 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"1,69 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,75)";"";"1,62 (SE 0,66 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;5;B02-09;"2,00";"2,74";"0";"1,6 (SE 0,34 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"1,6 (SE 0,34 bei 5 Fragen mit R/W-Rate 0,6)";"";"1,5 (SE 0,63 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;drop;Sim;se_scale:;0,33677400481706; <=0,35;delta (pp):0,097818630054206; <=0,1
P000002;inhere;Sim/A;pp:;1,5950216717319;from:;Sim:;1,5950216717319
P000002;inhere;Sim/C;pp:;1,5950216717319;from:;Sim:;1,5950216717319
P000002;end;keine Skala übrig
P000002;RESULT;;;;pp;1,6;"";"";"";"";"";"";"";"";1,6;1,6;1,5;1,68;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,34;"";"";"";"";"";"";"";"";0,34;16,67;0,63;0,51;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,6;"";"";"";"";"";"";"";"";0,6;1;0;1;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;5;"";"";"";"";"";"";"";"";5;1;2;2;"";"";"";"";"";"";"";"";"";"";"";""

P000003
P000003;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000003;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;3;B03-06;"1,34";"5,94";"0";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"1,01 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;4;B01-04;"1,05";"5,22";"1";"1,21 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"1,21 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,75)";"1,29 (SE 0,46 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000003;5;B03-11;"1,23";"4,47";"0";"1,1 (SE 0,23 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"1,1 (SE 0,23 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"0,9 (SE 0,3 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;6;A02-13;"1,14";"4,83";"0";"1,01 (SE 0,21 bei 6 Fragen mit R/W-Rate 0,5)";"0,95 (SE 0,46 bei 1 Fragen mit R/W-Rate 0)";"";"0,95 (SE 0,46 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000003;drop;Sim;N_scale:;6; >=6
P000003;drop;Sim;se_scale:;0,20545527984674; <=0,35;delta (pp):0,089162304287545; <=0,1
P000003;inhere;Sim/C;pp:;1,0108446011152;from:;Sim:;1,0108446011152
P000003;end;keine Skala übrig
P000003;RESULT;;;;pp;1,01;0,95;"";0,95;"";"";"";"";"";1,1;1,11;"";0,9;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,21;0,46;"";0,46;"";"";"";"";"";0,23;0,39;"";0,3;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0;"";0;"";"";"";"";"";0,6;1;"";0,33;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;1;"";1;"";"";"";"";"";5;2;"";3;"";"";"";"";"";"";"";"";"";"";"";""

P000004
P000004;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000004;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000004;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000004;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000004;5;B04-03;"2,80";"5,89";"1";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"3,26 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";""
P000004;6;C10-00;"3,33";"5,95";"1";"3,77 (SE 0,65 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)"
P000004;drop;Sim;N_scale:;6; >=6
P000004;inhere;Sim/A;pp:;3,7697845728167;from:;Sim:;3,7697845728167
P000004;end;keine Skala übrig
P000004;RESULT;;;;pp;3,77;"";"";"";"";"";"";"";"";3,26;0,76;2,6;1,9;3,26;3,76;"";"";"";"";"";"";"";"";"";3,76
;;;;;se;0,65;"";"";"";"";"";"";"";"";0,7;1,42;0,83;0,91;0,7;0,65;"";"";"";"";"";"";"";"";"";0,65
;;;;;frac;1;"";"";"";"";"";"";"";"";1;1;1;1;1;1;"";"";"";"";"";"";"";"";"";1
;;;;;N;6;"";"";"";"";"";"";"";"";5;1;1;2;1;1;"";"";"";"";"";"";"";"";"";1

P000005
P000005;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;5;A02-17;"-2,54";"4,98";"0";"-3,06 (SE 0,78 bei 5 Fragen mit R/W-Rate 0)";"-3,06 (SE 0,78 bei 4 Fragen mit R/W-Rate 0)";"";"-3,06 (SE 0,78 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;6;A01-12;"-3,62";"3,70";"1";"-3,04 (SE 0,57 bei 6 Fragen mit R/W-Rate 0,17)";"-3,04 (SE 0,57 bei 5 Fragen mit R/W-Rate 0,2)";"-2,95 (SE 1,02 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;drop;Sim;N_scale:;6; >=6
P000005;inhere;Sim/C;pp:;-3,0394173132085;from:;Sim:;-3,0394173132085
P000005;end;keine Skala übrig
P000005;RESULT;;;;pp;-3,04;-3,04;-2,95;-3,12;"";"";"";-3,04;"";-3,04;-3,04;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,57;0,57;1,02;0,9;"";"";"";137,96;"";1648,51;1648,51;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,17;0,2;1;0;"";"";"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;1;3;"";"";"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000006
P000006;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;4;A02-19;"-1,80";"5,87";"1";"-1,54 (SE 0,31 bei 4 Fragen mit R/W-Rate 0,25)";"-1,54 (SE 0,31 bei 3 Fragen mit R/W-Rate 0,33)";"";"-1,54 (SE 0,32 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;5;A04-10;"-1,56";"5,70";"1";"-1,39 (SE 0,24 bei 5 Fragen mit R/W-Rate 0,4)";"-1,39 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"-1,32 (SE 0,44 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;6;A02-10;"-2,01";"3,31";"1";"-1,37 (SE 0,24 bei 6 Fragen mit R/W-Rate 0,5)";"-1,37 (SE 0,24 bei 5 Fragen mit R/W-Rate 0,6)";"";"-1,49 (SE 0,3 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000006;drop;Sim;N_scale:;6; >=6
P000006;drop;Sim;se_scale:;0,23922825339064; <=0,35;delta (pp):0,021336832843114; <=0,1
P000006;inhere;Sim/C;pp:;-1,3688592558042;from:;Sim:;-1,3688592558042
P000006;end;keine Skala übrig
P000006;RESULT;;;;pp;-1,37;-1,37;"";-1,49;"";-1,31;"";-1,37;"";-1,37;-1,37;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,24;0,24;"";0,3;"";0,45;"";1,37;"";11,45;11,45;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0,6;"";0,67;"";1;"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;"";3;"";1;"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000007
P000007;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;5;A02-17;"-2,54";"4,98";"0";"-3,06 (SE 0,78 bei 5 Fragen mit R/W-Rate 0)";"-3,06 (SE 0,78 bei 4 Fragen mit R/W-Rate 0)";"";"-3,06 (SE 0,78 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;6;A01-12;"-3,62";"3,70";"0";"-4,14 (SE 0,81 bei 6 Fragen mit R/W-Rate 0)";"-4,14 (SE 0,81 bei 5 Fragen mit R/W-Rate 0)";"-4,14 (SE 0,81 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000007;drop;Sim;N_scale:;6; >=6
P000007;inhere;Sim/C;pp:;-4,1409524430204;from:;Sim:;-4,1409524430204
P000007;end;keine Skala übrig
P000007;RESULT;;;;pp;-4,14;-4,14;-4,14;-3,06;"";"";"";-1,3;"";-0,67;-0,67;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,81;0,81;0,81;0,78;"";"";"";1,11;"";1,47;1,47;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0;0;0;0;"";"";"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;1;3;"";"";"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000008
P000008;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000008;2;A06-15;"-0,65";"5,56";"1";"-0,29 (SE 0,38 bei 2 Fragen mit R/W-Rate 0,5)";"-0,23 (SE 0,64 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"-0,23 (SE 0,64 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000008;3;C01-01;"-0,27";"5,96";"1";"-0,09 (SE 0,25 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,02 (SE 0,43 bei 1 Fragen mit R/W-Rate 1)";"-0,02 (SE 0,43 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";""
P000008;4;A04-17;"0,06";"5,75";"0";"-0,17 (SE 0,22 bei 4 Fragen mit R/W-Rate 0,5)";"-0,29 (SE 0,39 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"-0,36 (SE 0,64 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000008;drop;Sim;se_scale:;0,21600247122779; <=0,35;delta (pp):0,076818737887642; <=0,1
P000008;end;keine Skala übrig
P000008;RESULT;;;;pp;-0,17;-0,29;"";"";"";-0,36;"";-0,22;"";-0,22;-0,22;"";"";"";-0,1;-0,1;"";"";"";"";"";"";"";"";""
;;;;;se;0,22;0,39;"";"";"";0,64;"";0,65;"";0,45;0,45;"";"";"";0,38;0,38;"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0,5;"";"";"";0;"";1;"";0;0;"";"";"";1;1;"";"";"";"";"";"";"";"";""
;;;;;N;4;2;"";"";"";1;"";1;"";1;1;"";"";"";1;1;"";"";"";"";"";"";"";"";""

P000009
P000009;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000009;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000009;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000009;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000009;5;A02-17;"-2,54";"4,98";"1";"-2,16 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,2)";"-2,16 (SE 0,4 bei 4 Fragen mit R/W-Rate 0,25)";"";"-2,16 (SE 0,4 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
