person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000000;7;A05-07;"-2,84";"4,57";"0";"-3,41 (SE 0,75 bei 7 Fragen mit R/W-Rate 0)";"-3,41 (SE 0,75 bei 6 Fragen mit R/W-Rate 0)";"";"";"";"";"-3,41 (SE 0,75 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;8;A01-16;"-3,67";"4,44";"1";"-4,16 (SE 0,73 bei 8 Fragen mit R/W-Rate 0,13)";"-3,28 (SE 0,42 bei 7 Fragen mit R/W-Rate 0,14)";"-3,2 (SE 0,72 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;9;A03-04;"-4,07";"5,67";"1";"-3,27 (SE 0,41 bei 9 Fragen mit R/W-Rate 0,22)";"-3,27 (SE 0,41 bei 8 Fragen mit R/W-Rate 0,25)";"";"";"-3,26 (SE 1,75 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;10;A01-12;"-3,62";"3,70";"0";"-3,58 (SE 0,3 bei 10 Fragen mit R/W-Rate 0,2)";"-3,58 (SE 0,3 bei 9 Fragen mit R/W-Rate 0,22)";"-3,6 (SE 0,35 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;11;A01-13;"-3,91";"5,14";"1";"-3,53 (SE 0,28 bei 11 Fragen mit R/W-Rate 0,27)";"-3,53 (SE 0,28 bei 10 Fragen mit R/W-Rate 0,3)";"-3,53 (SE 0,31 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;12;A01-14;"-3,71";"3,42";"1";"-3,44 (SE 0,27 bei 12 Fragen mit R/W-Rate 0,33)";"-3,44 (SE 0,27 bei 11 Fragen mit R/W-Rate 0,36)";"-3,43 (SE 0,3 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;13;A01-18;"-3,81";"3,67";"1";"-3,39 (SE 0,26 bei 13 Fragen mit R/W-Rate 0,38)";"-3,39 (SE 0,26 bei 12 Fragen mit R/W-Rate 0,42)";"-3,37 (SE 0,3 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;14;A03-03;"-3,69";"3,13";"1";"-3,34 (SE 0,26 bei 14 Fragen mit R/W-Rate 0,43)";"-3,34 (SE 0,26 bei 13 Fragen mit R/W-Rate 0,46)";"";"";"-3,29 (SE 0,7 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;15;A01-19;"-2,95";"2,99";"0";"-3,38 (SE 0,24 bei 15 Fragen mit R/W-Rate 0,4)";"-3,38 (SE 0,24 bei 14 Fragen mit R/W-Rate 0,43)";"-3,42 (SE 0,26 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000000;drop;Sim;se_scale:;0,2366166611636; <=0,25;delta (pp):0,040866317363839; <=0,1
P000000;inhere;Sim/C;pp:;-3,380141648806;from:;Sim:;-3,380141648806
P000000;drop;Sim/A;se_scale:;0,23661666155402; <=0,25;delta (pp):0,040866317584168; <=0,1
P000000;inhere;Sim/A/A04;pp:;-3,38014164835;from:;Sim/A:;-3,38014164835
P000000;inhere;Sim/A/A07;pp:;-3,38014164835;from:;Sim/A:;-3,38014164835
P000000;end;kein Item übrig
P000000;RESULT;;;;pp;-3,38;-3,38;-3,42;-3,38;-3,33;"";-3,4;-3,38;"";-3,38;-3,38;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,24;0,24;0,26;16,98;0,66;"";0,74;355,74;"";4542,72;4542,72;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,4;0,43;0,67;0;1;"";0;0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;15;14;6;2;2;"";3;1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000001
P000001;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000001;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000001;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000001;5;B04-03;"2,80";"5,89";"1";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"3,26 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";""
P000001;6;C10-00;"3,33";"5,95";"1";"3,77 (SE 0,65 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)"
P000001;7;C07-08;"3,78";"5,42";"1";"4,22 (SE 0,65 bei 7 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,22 (SE 0,65 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"4,21 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";""
P000001;8;C06-04;"4,11";"5,90";"1";"4,54 (SE 0,6 bei 8 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,54 (SE 0,6 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"4,51 (SE 0,6 bei 1 Fragen mit R/W-Rate 1)";"";"";"";""
P000001;9;C09-16;"4,54";"5,87";"1";"4,94 (SE 0,58 bei 9 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,94 (SE 0,58 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"4,92 (SE 0,58 bei 1 Fragen mit R/W-Rate 1)";""
P000001;10;C08-16;"5,00";"6,00";"0";"5,38 (SE 0,55 bei 10 Fragen mit R/W-Rate 0,9)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,78 (SE 0,29 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"4,71 (SE 0,47 bei 1 Fragen mit R/W-Rate 0)";"";""
P000001;11;C08-10;"4,81";"4,57";"1";"4,92 (SE 0,24 bei 11 Fragen mit R/W-Rate 0,91)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,92 (SE 0,24 bei 6 Fragen mit R/W-Rate 0,83)";"";"";"";"";"";"";"";"4,88 (SE 0,28 bei 2 Fragen mit R/W-Rate 0,5)";"";""
P000001;12;C08-12;"4,76";"5,70";"0";"4,76 (SE 0,2 bei 12 Fragen mit R/W-Rate 0,83)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,76 (SE 0,2 bei 7 Fragen mit R/W-Rate 0,71)";"";"";"";"";"";"";"";"4,68 (SE 0,25 bei 3 Fragen mit R/W-Rate 0,33)";"";""
P000001;13;C08-11;"4,76";"5,09";"0";"4,68 (SE 0,18 bei 13 Fragen mit R/W-Rate 0,77)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,68 (SE 0,18 bei 8 Fragen mit R/W-Rate 0,63)";"";"";"";"";"";"";"";"4,58 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,25)";"";""
P000001;drop;Sim;se_scale:;0,17851318385883; <=0,25;delta (pp):0,079696280614367; <=0,1
P000001;inhere;Sim/A;pp:;4,6788927954951;from:;Sim:;4,6788927954951
P000001;drop;Sim/C;se_scale:;0,17851495798042; <=0,25;delta (pp):0,079696995993733; <=0,1
P000001;inhere;Sim/C/C01;pp:;4,6788896791956;from:;Sim/C:;4,6788896791956
P000001;inhere;Sim/C/C02;pp:;4,6788896791956;from:;Sim/C:;4,6788896791956
P000001;inhere;Sim/C/C03;pp:;4,6788896791956;from:;Sim/C:;4,6788896791956
P000001;inhere;Sim/C/C04;pp:;4,6788896791956;from:;Sim/C:;4,6788896791956
P000001;inhere;Sim/C/C05;pp:;4,6788896791956;from:;Sim/C:;4,6788896791956
P000001;drop;Sim/C/C08;se_scale:;0,23546945056565; <=0,25;delta (pp):0,098987073478988; <=0,1
P000001;end;kein Item übrig
P000001;RESULT;;;;pp;4,68;"";"";"";"";"";"";"";"";4,68;4,68;4,68;4,68;4,68;4,68;"";"";"";"";"";4,69;4,68;4,58;4,73;4,68
;;;;;se;0,18;"";"";"";"";"";"";"";"";41,8;160743,44;182,21;3345,33;42,95;0,18;"";"";"";"";"";0,96;2,13;0,24;0,39;9,3
;;;;;frac;0,77;"";"";"";"";"";"";"";"";1;1;1;1;1;0,63;"";"";"";"";"";1;1;0,25;1;1
;;;;;N;13;"";"";"";"";"";"";"";"";5;1;1;2;1;8;"";"";"";"";"";1;1;4;1;1

P000002
P000002;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000002;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000002;4;B02-12;"2,06";"5,24";"0";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"1,69 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,75)";"";"1,62 (SE 0,66 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;5;B04-03;"2,80";"5,89";"0";"1,69 (SE 0,39 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"1,69 (SE 0,39 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"1,69 (SE 4,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";""
P000002;6;B01-01;"1,74";"3,07";"0";"1,54 (SE 0,31 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"1,54 (SE 0,31 bei 6 Fragen mit R/W-Rate 0,5)";"0,7 (SE 0,97 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;7;B03-11;"1,23";"4,47";"1";"1,61 (SE 0,29 bei 7 Fragen mit R/W-Rate 0,57)";"";"";"";"";"";"";"";"";"1,61 (SE 0,29 bei 7 Fragen mit R/W-Rate 0,57)";"";"";"1,7 (SE 0,44 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000002;8;B03-05;"1,27";"3,32";"1";"1,67 (SE 0,28 bei 8 Fragen mit R/W-Rate 0,63)";"";"";"";"";"";"";"";"";"1,67 (SE 0,28 bei 8 Fragen mit R/W-Rate 0,63)";"";"";"1,77 (SE 0,43 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000002;9;A02-13;"1,14";"4,83";"1";"1,7 (SE 0,27 bei 9 Fragen mit R/W-Rate 0,67)";"1,72 (SE 0,88 bei 1 Fragen mit R/W-Rate 1)";"";"1,72 (SE 0,88 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;10;B02-09;"2,00";"2,74";"0";"1,64 (SE 0,24 bei 10 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"1,62 (SE 0,25 bei 9 Fragen mit R/W-Rate 0,56)";"";"1,56 (SE 0,57 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000002;drop;Sim;se_scale:;0,24442635198007; <=0,25;delta (pp):0,051255856845665; <=0,1
P000002;inhere;Sim/C;pp:;1,6441433380586;from:;Sim:;1,6441433380586
P000002;end;kein Item übrig
P000002;RESULT;;;;pp;1,64;1,67;"";1,67;"";"";"";"";"";1,62;0,7;1,56;1,72;1,62;"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,24;0,79;"";0,79;"";"";"";"";"";0,25;0,97;0,57;0,39;5,52;"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,6;1;"";1;"";"";"";"";"";0,56;0,5;0;1;0;"";"";"";"";"";"";"";"";"";"";""
;;;;;N;10;1;"";1;"";"";"";"";"";9;2;2;4;1;"";"";"";"";"";"";"";"";"";"";""

P000003
P000003;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000003;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;3;B03-06;"1,34";"5,94";"0";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"1,01 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;4;B02-12;"2,06";"5,24";"0";"1,01 (SE 0,36 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"1,01 (SE 0,36 bei 4 Fragen mit R/W-Rate 0,5)";"";"1,01 (SE 3,01 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000003;5;B03-04;"0,97";"5,47";"0";"0,81 (SE 0,26 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"0,81 (SE 0,26 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"0,81 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";""
P000003;6;C03-11;"0,63";"5,40";"1";"0,88 (SE 0,22 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,93 (SE 0,5 bei 1 Fragen mit R/W-Rate 1)";"";"";"0,93 (SE 0,5 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";""
P000003;drop;Sim;se_scale:;0,22295310692751; <=0,25;delta (pp):0,07104657254694; <=0,1
P000003;inhere;Sim/A;pp:;0,8843738635104;from:;Sim:;0,8843738635104
P000003;end;kein Item übrig
P000003;RESULT;;;;pp;0,88;"";"";"";"";"";"";"";"";0,81;0,89;0,88;0,81;"";0,93;"";"";0,93;"";"";"";"";"";"";""
;;;;;se;0,22;"";"";"";"";"";"";"";"";0,26;2,04;4,17;0,26;"";0,5;"";"";0,5;"";"";"";"";"";"";""
;;;;;frac;0,5;"";"";"";"";"";"";"";"";0,4;1;0;0,33;"";1;"";"";1;"";"";"";"";"";"";""
;;;;;N;6;"";"";"";"";"";"";"";"";5;1;1;3;"";1;"";"";1;"";"";"";"";"";"";""

P000004
P000004;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000004;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000004;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000004;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000004;5;B04-03;"2,80";"5,89";"1";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"3,26 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";""
P000004;6;C10-00;"3,33";"5,95";"1";"3,77 (SE 0,65 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)"
P000004;7;C07-08;"3,78";"5,42";"1";"4,22 (SE 0,65 bei 7 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,22 (SE 0,65 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"4,21 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";""
P000004;8;C06-04;"4,11";"5,90";"0";"4,54 (SE 0,6 bei 8 Fragen mit R/W-Rate 0,88)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,95 (SE 0,27 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"3,87 (SE 0,43 bei 1 Fragen mit R/W-Rate 0)";"";"";"";""
P000004;9;C09-16;"4,54";"5,87";"0";"3,94 (SE 0,26 bei 9 Fragen mit R/W-Rate 0,78)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,94 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"3,93 (SE 1,05 bei 1 Fragen mit R/W-Rate 0)";""
P000004;10;C05-03;"3,93";"5,54";"0";"3,81 (SE 0,22 bei 10 Fragen mit R/W-Rate 0,7)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,81 (SE 0,22 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"";"";"3,74 (SE 0,41 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";""
P000004;11;C06-13;"3,85";"5,35";"1";"3,91 (SE 0,18 bei 11 Fragen mit R/W-Rate 0,73)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,91 (SE 0,18 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"3,97 (SE 0,27 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";""
P000004;12;C06-08;"3,92";"5,39";"0";"3,84 (SE 0,17 bei 12 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,84 (SE 0,17 bei 7 Fragen mit R/W-Rate 0,43)";"";"";"";"";"";"3,82 (SE 0,23 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";""
P000004;drop;Sim;se_scale:;0,1677963801534; <=0,25;delta (pp):0,073072519881376; <=0,1
P000004;inhere;Sim/A;pp:;3,8399488225562;from:;Sim:;3,8399488225562
P000004;drop;Sim/C;se_scale:;0,16800441785474; <=0,25;delta (pp):0,073151701371866; <=0,1
P000004;inhere;Sim/C/C01;pp:;3,839572887787;from:;Sim/C:;3,839572887787
P000004;inhere;Sim/C/C02;pp:;3,839572887787;from:;Sim/C:;3,839572887787
P000004;inhere;Sim/C/C03;pp:;3,839572887787;from:;Sim/C:;3,839572887787
P000004;inhere;Sim/C/C04;pp:;3,839572887787;from:;Sim/C:;3,839572887787
P000004;inhere;Sim/C/C08;pp:;3,839572887787;from:;Sim/C:;3,839572887787
P000004;end;kein Item übrig
P000004;RESULT;;;;pp;3,84;"";"";"";"";"";"";"";"";3,84;3,84;3,84;3,84;3,84;3,84;"";"";"";"";3,79;3,82;3,89;"";3,84;3,85
;;;;;se;0,17;"";"";"";"";"";"";"";"";3,58;13249,39;20,23;277,68;3,64;0,17;"";"";"";"";0,39;0,23;0,39;"";1,36;0,82
;;;;;frac;0,67;"";"";"";"";"";"";"";"";1;1;1;1;1;0,43;"";"";"";"";0;0,33;1;"";0;1
;;;;;N;12;"";"";"";"";"";"";"";"";5;1;1;2;1;7;"";"";"";"";1;3;1;"";1;1

P000005
P000005;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000005;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
